role,location,education,experience,skills_count,projects,salary_lpa
Cybersecurity Analyst,Pune,2,0.3,18,5,11.39
Cybersecurity Analyst,Mumbai,2,1.8,12,5,16.96
Backend Developer,Bangalore,2,0.9,23,4,16.32
ML Engineer,Remote,4,0.1,16,1,17.41
Software Engineer,Hyderabad,2,3.1,9,2,18.35
Backend Developer,Hyderabad,2,0.6,17,5,13.22
Backend Developer,Remote,3,0.5,18,4,16.25
Cybersecurity Analyst,Mumbai,2,3.8,24,1,21.11
Frontend Developer,Chennai,1,4.3,16,1,16.49
DevOps Engineer,Remote,2,0.6,7,3,13.38
Software Engineer,US Remote,2,0.6,24,5,27.35
AI Engineer,Mumbai,3,0.3,21,2,16.29
Cloud Engineer,Remote,2,0.0,13,3,11.78
Cloud Engineer,Mumbai,3,9.7,13,10,34.55
Cybersecurity Analyst,Ahmedabad,2,2.1,21,1,14.49
AI Engineer,US Remote,2,1.1,21,1,43.67
Frontend Developer,Hyderabad,2,1.2,21,2,13.22
ML Engineer,Ahmedabad,1,4.7,10,5,18.84
Frontend Developer,Hyderabad,3,11.4,16,6,30.44
Software Engineer,Remote,2,0.9,22,2,15.27
Frontend Developer,Chennai,3,4.7,19,2,21.61
AI Engineer,Ahmedabad,2,1.9,8,5,17.2
Backend Developer,Chennai,2,0.2,10,4,8.92
Full Stack Developer,US Remote,2,0.2,6,3,32.34
Full Stack Developer,Mumbai,2,3.7,7,3,17.49
AI Engineer,Delhi,2,3.5,13,6,18.54
Data Analyst,US Remote,2,4.4,17,4,30.04
Full Stack Developer,Bangalore,2,3.3,20,4,23.95
DevOps Engineer,Mumbai,2,1.0,5,2,15.38
Backend Developer,US Remote,2,0.8,16,3,24.67
Data Analyst,Ahmedabad,3,1.8,6,0,10.83
Full Stack Developer,Kolkata,3,1.6,22,4,17.59
Cloud Engineer,Hyderabad,3,1.7,22,4,18.55
Full Stack Developer,Delhi,2,1.1,6,1,14.12
AI Engineer,Mumbai,2,0.1,8,3,14.99
Full Stack Developer,Pune,2,2.6,11,4,15.56
Cloud Engineer,Mumbai,3,7.8,22,3,30.92
Data Analyst,Chennai,2,9.6,14,6,34.54
Backend Developer,Pune,2,1.4,19,0,17.21
Cloud Engineer,Pune,2,0.3,23,7,17.2
Frontend Developer,Bangalore,2,1.3,7,2,12.79
Frontend Developer,Ahmedabad,1,5.3,6,3,17.41
AI Engineer,US Remote,1,6.9,7,6,59.76
DevOps Engineer,Chennai,2,1.6,14,4,15.58
Backend Developer,Pune,2,0.8,6,4,11.53
Cloud Engineer,Chennai,2,4.8,22,6,24.06
ML Engineer,Bangalore,2,0.1,19,3,15.52
AI Engineer,Remote,2,8.3,19,6,26.97
Software Engineer,Bangalore,2,10.7,12,7,29.53
Full Stack Developer,Kolkata,3,2.7,21,9,21.25
ML Engineer,Mumbai,2,0.6,22,5,15.57
Cloud Engineer,Mumbai,2,2.3,6,5,14.84
Cybersecurity Analyst,Delhi,3,0.0,22,3,15.13
DevOps Engineer,Pune,4,2.0,15,2,20.42
Full Stack Developer,Hyderabad,3,3.6,13,2,21.63
ML Engineer,Pune,2,2.5,5,1,13.95
Software Engineer,Pune,3,3.1,14,6,23.51
Frontend Developer,Pune,0,1.5,14,3,11.32
Frontend Developer,Hyderabad,2,2.1,18,5,15.3
Cybersecurity Analyst,Remote,3,3.1,7,1,15.11
Full Stack Developer,Hyderabad,2,0.3,12,6,12.1
Backend Developer,Hyderabad,2,0.1,12,2,12.45
DevOps Engineer,Delhi,2,0.8,10,1,13.31
Full Stack Developer,Kolkata,2,0.4,5,4,9.97
Backend Developer,Mumbai,2,3.2,14,5,19.18
Cloud Engineer,Chennai,2,1.9,10,1,14.02
Cloud Engineer,Delhi,3,0.7,22,6,18.86
Cybersecurity Analyst,Ahmedabad,2,0.4,10,2,9.01
ML Engineer,Ahmedabad,2,6.2,15,4,20.49
ML Engineer,Remote,2,1.1,16,2,15.66
AI Engineer,Remote,2,1.5,13,3,15.52
Software Engineer,Pune,2,2.9,8,2,13.08
DevOps Engineer,Kolkata,2,2.8,23,5,20.41
Software Engineer,Chennai,2,0.5,22,1,12.98
Data Analyst,Pune,0,0.9,6,5,10.39
AI Engineer,Kolkata,1,0.3,12,3,14.16
DevOps Engineer,Mumbai,2,1.4,16,4,17.04
Cloud Engineer,Delhi,3,3.0,5,3,18.8
Cloud Engineer,Kolkata,2,2.1,8,4,17.04
Frontend Developer,Remote,2,2.5,18,6,20.48
Cloud Engineer,Delhi,2,0.0,14,3,14.16
Cybersecurity Analyst,Pune,2,0.9,14,3,14.32
Cybersecurity Analyst,Mumbai,2,0.9,20,2,14.76
Cloud Engineer,Mumbai,2,1.3,22,3,21.24
Backend Developer,Remote,0,0.7,22,1,10.42
AI Engineer,Mumbai,3,1.4,10,4,17.78
AI Engineer,Delhi,1,3.0,20,3,17.42
Cybersecurity Analyst,Kolkata,1,0.4,11,5,10.6
AI Engineer,Remote,4,0.9,12,5,20.27
Backend Developer,Pune,3,1.3,13,3,12.62
Software Engineer,Pune,2,2.1,13,3,16.09
Backend Developer,Remote,1,1.9,7,0,8.93
Cybersecurity Analyst,Mumbai,3,4.2,11,2,22.61
DevOps Engineer,Bangalore,4,5.5,16,6,22.68
AI Engineer,Bangalore,1,3.1,17,6,18.59
DevOps Engineer,Ahmedabad,2,2.2,11,5,16.18
AI Engineer,Remote,2,0.1,11,4,12.16
Frontend Developer,Mumbai,4,5.8,13,3,23.22
DevOps Engineer,Ahmedabad,2,1.7,10,5,18.0
AI Engineer,Mumbai,3,0.2,7,1,14.93
Frontend Developer,Kolkata,2,5.4,5,2,16.06
AI Engineer,Ahmedabad,2,0.9,19,0,12.96
Data Analyst,Kolkata,2,4.3,8,3,16.7
Full Stack Developer,Pune,3,1.2,16,4,19.56
Software Engineer,Kolkata,3,0.1,16,1,11.92
Frontend Developer,Ahmedabad,2,1.9,11,3,14.7
Cloud Engineer,Remote,2,2.6,17,5,17.63
Full Stack Developer,Ahmedabad,3,8.2,19,7,30.37
Backend Developer,US Remote,2,0.1,19,0,26.68
Full Stack Developer,Kolkata,3,1.5,14,6,15.0
AI Engineer,US Remote,2,7.4,23,5,56.78
Cloud Engineer,Kolkata,2,3.0,19,6,20.26
Full Stack Developer,Chennai,0,1.5,9,2,11.17
Cybersecurity Analyst,US Remote,2,9.8,5,6,35.68
Frontend Developer,Bangalore,0,3.0,19,6,14.8
Backend Developer,Remote,3,0.7,19,1,10.95
Cloud Engineer,Pune,2,0.9,20,4,17.84
Backend Developer,Chennai,2,4.4,5,5,12.1
Full Stack Developer,Mumbai,3,1.4,18,3,19.03
Cybersecurity Analyst,Kolkata,2,0.1,7,5,8.16
Frontend Developer,Ahmedabad,3,2.3,7,8,15.19
Full Stack Developer,Hyderabad,2,1.0,17,3,13.39
Full Stack Developer,Mumbai,3,6.7,8,3,24.51
Backend Developer,Bangalore,2,1.5,16,5,15.69
DevOps Engineer,Ahmedabad,2,5.8,13,3,29.38
Cybersecurity Analyst,Mumbai,1,5.5,6,4,13.6
ML Engineer,Chennai,2,0.5,10,1,13.26
DevOps Engineer,Hyderabad,2,2.6,18,6,17.95
Backend Developer,Pune,1,2.1,23,6,16.42
Cloud Engineer,Bangalore,3,1.1,9,4,15.92
Data Analyst,Bangalore,2,0.1,6,3,11.21
ML Engineer,Hyderabad,2,1.1,15,1,15.89
AI Engineer,Chennai,3,2.5,14,2,18.98
AI Engineer,Bangalore,2,6.3,18,6,31.37
AI Engineer,Delhi,2,1.3,6,1,16.87
Cloud Engineer,Ahmedabad,2,0.2,6,4,11.59
Frontend Developer,Ahmedabad,2,2.1,17,6,14.06
Full Stack Developer,Remote,2,0.7,7,6,13.5
Backend Developer,Chennai,2,1.8,15,4,16.97
Cybersecurity Analyst,Chennai,2,1.1,15,1,13.43
Cybersecurity Analyst,Delhi,3,5.6,18,3,22.48
DevOps Engineer,Kolkata,1,0.4,16,3,11.92
Cybersecurity Analyst,Bangalore,3,3.8,8,4,23.37
Backend Developer,Ahmedabad,1,4.7,24,3,18.26
Full Stack Developer,US Remote,0,0.4,9,3,27.97
Backend Developer,Mumbai,3,2.9,5,2,12.33
DevOps Engineer,Delhi,2,4.1,5,5,24.08
DevOps Engineer,Chennai,3,3.5,22,6,20.98
DevOps Engineer,Bangalore,2,0.7,21,1,17.57
Full Stack Developer,Hyderabad,2,0.3,8,3,11.22
DevOps Engineer,Pune,3,4.9,14,0,23.89
Backend Developer,Ahmedabad,3,0.0,6,5,9.15
Frontend Developer,Remote,2,6.4,15,5,25.39
Cloud Engineer,Ahmedabad,2,0.2,5,6,10.79
Full Stack Developer,Ahmedabad,2,0.8,5,3,10.62
Software Engineer,Chennai,3,0.8,8,4,11.31
ML Engineer,Delhi,2,0.4,11,1,14.03
Data Analyst,Hyderabad,0,3.7,23,3,18.69
Software Engineer,Delhi,2,3.2,24,6,19.5
DevOps Engineer,Chennai,2,2.8,14,5,18.76
Full Stack Developer,Kolkata,1,4.4,22,6,22.9
Data Analyst,Hyderabad,2,0.2,11,0,11.46
DevOps Engineer,Hyderabad,3,0.5,22,3,14.46
Cybersecurity Analyst,Pune,2,0.0,10,1,9.99
ML Engineer,Remote,2,0.0,12,2,13.59
Frontend Developer,Kolkata,2,4.1,16,1,15.88
ML Engineer,Mumbai,2,1.5,5,1,11.1
Frontend Developer,Kolkata,0,2.2,17,3,13.15
Software Engineer,US Remote,2,0.1,20,2,36.1
Frontend Developer,Mumbai,2,6.6,14,3,19.05
Backend Developer,Remote,2,0.3,23,2,12.17
Backend Developer,Mumbai,0,4.0,20,7,18.89
Data Analyst,Kolkata,2,1.5,10,5,11.45
Data Analyst,Delhi,2,0.9,12,3,14.12
Data Analyst,Bangalore,2,0.9,8,2,11.46
Software Engineer,Chennai,3,1.3,19,0,15.15
Cloud Engineer,Ahmedabad,2,4.1,9,3,19.61
Software Engineer,Hyderabad,3,1.8,23,3,16.31
Data Analyst,US Remote,2,0.0,17,1,23.61
AI Engineer,Pune,1,1.7,21,5,17.5
Software Engineer,Hyderabad,3,0.7,7,1,13.75
Cloud Engineer,Chennai,2,1.2,10,3,12.51
AI Engineer,Kolkata,0,3.1,6,4,15.72
Software Engineer,Ahmedabad,2,1.2,14,5,11.61
Data Analyst,Kolkata,1,2.1,12,1,9.83
Cloud Engineer,Delhi,2,0.6,9,1,14.17
Software Engineer,Mumbai,3,3.6,23,6,17.24
Cloud Engineer,Hyderabad,2,0.9,23,1,18.26
Backend Developer,Mumbai,2,1.4,9,3,11.95
Backend Developer,Chennai,4,0.4,20,6,15.17
Frontend Developer,Ahmedabad,2,4.0,10,4,15.93
Cloud Engineer,Kolkata,2,7.0,11,2,17.07
Frontend Developer,Kolkata,2,0.5,20,1,10.67
Cybersecurity Analyst,US Remote,4,1.3,12,3,32.49
Backend Developer,Chennai,3,1.6,13,3,15.91
Cybersecurity Analyst,Pune,2,0.5,23,0,14.48
Cybersecurity Analyst,Ahmedabad,0,0.5,11,1,8.46
ML Engineer,Remote,2,3.7,19,5,25.19
AI Engineer,Kolkata,2,1.6,18,2,13.92
Backend Developer,Chennai,2,3.0,21,4,22.82
Data Analyst,Ahmedabad,2,0.5,20,2,9.17
ML Engineer,Hyderabad,2,5.1,23,5,17.86
AI Engineer,Mumbai,2,3.3,13,4,19.86
DevOps Engineer,Remote,3,0.3,12,3,11.81
Data Analyst,Pune,2,0.1,15,2,9.87
ML Engineer,Mumbai,2,2.6,5,6,20.02
Software Engineer,Bangalore,2,0.4,8,1,9.56
Data Analyst,Hyderabad,2,2.5,9,4,14.66
Data Analyst,Delhi,3,1.1,12,4,11.47
Cybersecurity Analyst,US Remote,2,8.1,20,5,48.91
Backend Developer,US Remote,2,0.4,24,1,30.35
AI Engineer,Delhi,2,0.7,22,5,20.78
ML Engineer,Kolkata,3,1.4,13,0,13.03
Data Analyst,Hyderabad,1,5.5,23,6,21.26
ML Engineer,Mumbai,4,0.9,21,2,16.41
AI Engineer,Bangalore,2,2.1,16,1,18.88
Cybersecurity Analyst,Mumbai,2,0.6,8,1,10.46
Backend Developer,Chennai,3,0.6,19,3,11.26
Cloud Engineer,Remote,1,7.5,14,5,29.82
Software Engineer,Bangalore,2,2.3,13,6,17.64
Cybersecurity Analyst,US Remote,2,2.3,13,1,40.59
DevOps Engineer,Chennai,4,6.4,7,4,25.12
AI Engineer,Ahmedabad,2,7.0,23,7,34.5
AI Engineer,Hyderabad,0,5.4,18,4,25.62
ML Engineer,Pune,2,5.7,7,5,22.98
Cloud Engineer,Remote,4,4.7,12,7,24.63
ML Engineer,Chennai,1,0.9,22,5,16.16
Data Analyst,Remote,2,1.8,14,1,11.69
Frontend Developer,Mumbai,2,1.7,8,3,15.1
Cloud Engineer,Mumbai,2,0.6,22,3,17.61
Backend Developer,Delhi,1,1.4,23,4,15.66
Software Engineer,Kolkata,1,1.0,20,2,10.74
Frontend Developer,Delhi,2,0.7,5,2,11.21
Cloud Engineer,Delhi,2,2.4,24,4,23.01
Software Engineer,Kolkata,2,1.6,17,2,13.06
AI Engineer,Hyderabad,2,6.5,19,3,23.54
Full Stack Developer,Delhi,2,5.7,5,12,26.09
AI Engineer,US Remote,3,4.3,23,5,44.72
Backend Developer,Delhi,2,0.8,17,1,12.47
Cybersecurity Analyst,Kolkata,2,2.7,17,4,16.98
Cybersecurity Analyst,Chennai,3,6.2,22,7,27.93
Software Engineer,Mumbai,2,2.2,7,1,13.16
AI Engineer,Pune,1,5.9,16,3,27.04
Data Analyst,Remote,2,1.6,15,5,13.04
Full Stack Developer,US Remote,1,0.7,19,6,26.65
DevOps Engineer,Ahmedabad,0,0.3,13,2,9.79
Full Stack Developer,Ahmedabad,2,3.2,23,3,17.35
Data Analyst,Bangalore,2,0.2,5,3,8.77
ML Engineer,Hyderabad,2,1.5,21,2,19.18
Cybersecurity Analyst,US Remote,2,3.4,18,4,38.83
ML Engineer,Pune,2,1.1,13,5,12.22
AI Engineer,US Remote,2,2.2,18,1,44.21
AI Engineer,Kolkata,3,7.7,15,4,33.09
Cloud Engineer,Hyderabad,2,3.7,21,2,16.65
Software Engineer,Delhi,3,0.7,11,6,14.85
Cloud Engineer,Delhi,2,3.7,10,3,18.78
Backend Developer,Kolkata,2,3.3,22,3,14.9
Full Stack Developer,Remote,2,0.0,15,1,10.81
Cloud Engineer,Delhi,3,5.1,17,5,27.93
Full Stack Developer,Ahmedabad,2,4.9,7,4,16.96
Frontend Developer,Pune,2,1.1,9,5,12.46
DevOps Engineer,US Remote,2,5.0,8,4,43.34
Backend Developer,Pune,1,0.4,13,2,10.41
Backend Developer,Kolkata,3,4.6,6,5,21.17
Backend Developer,Mumbai,3,4.0,7,0,14.71
Cloud Engineer,Mumbai,2,0.3,8,3,13.77
Software Engineer,Remote,4,8.1,6,4,26.81
Backend Developer,Ahmedabad,2,0.5,10,2,9.66
Software Engineer,Mumbai,3,0.4,16,0,9.37
Cloud Engineer,Ahmedabad,2,3.0,19,3,17.47
Data Analyst,Hyderabad,1,2.2,23,2,13.24
AI Engineer,Pune,4,4.4,22,6,23.51
Software Engineer,Chennai,2,0.6,17,3,11.39
Frontend Developer,Hyderabad,2,0.5,16,0,10.47
DevOps Engineer,Hyderabad,2,0.9,15,4,15.09
ML Engineer,Ahmedabad,3,1.2,8,5,12.51
Software Engineer,Hyderabad,2,1.3,24,5,14.45
Backend Developer,Remote,2,1.9,12,4,12.93
ML Engineer,Kolkata,3,0.2,22,4,15.09
Full Stack Developer,US Remote,2,4.3,10,5,38.66
Software Engineer,Mumbai,2,0.2,11,2,10.56
Software Engineer,Ahmedabad,2,2.0,13,0,13.54
Cloud Engineer,Ahmedabad,2,0.6,16,5,13.63
Cybersecurity Analyst,Ahmedabad,1,0.7,16,3,12.1
Cybersecurity Analyst,Chennai,2,9.0,17,8,31.93
Backend Developer,Bangalore,0,0.6,17,1,10.22
Full Stack Developer,Bangalore,2,1.0,10,4,11.91
ML Engineer,Ahmedabad,1,2.0,13,7,16.83
ML Engineer,Pune,2,2.8,18,0,20.01
DevOps Engineer,Delhi,3,1.4,19,4,17.44
AI Engineer,Delhi,2,4.4,13,5,22.44
Cloud Engineer,Ahmedabad,3,1.4,14,3,16.11
DevOps Engineer,Pune,2,4.1,22,2,21.48
Cybersecurity Analyst,Ahmedabad,3,1.5,10,3,15.97
Frontend Developer,Kolkata,2,1.8,19,1,13.57
DevOps Engineer,Delhi,3,0.6,6,6,15.13
ML Engineer,Bangalore,2,0.0,22,1,13.84
AI Engineer,Remote,3,2.3,17,2,20.45
Software Engineer,Mumbai,2,0.9,6,5,10.73
Software Engineer,Chennai,0,2.1,21,2,14.61
DevOps Engineer,Pune,2,1.2,20,1,13.38
DevOps Engineer,Hyderabad,3,3.7,15,2,18.61
DevOps Engineer,Mumbai,3,2.5,20,3,22.74
Backend Developer,Pune,2,1.4,14,7,12.92
AI Engineer,Mumbai,3,2.4,6,5,25.8
Cloud Engineer,Mumbai,2,0.2,9,1,12.15
Data Analyst,Bangalore,3,1.1,5,5,10.47
DevOps Engineer,Pune,1,4.2,9,1,19.31
AI Engineer,Remote,3,2.2,8,1,17.85
AI Engineer,Ahmedabad,2,1.9,22,4,16.81
ML Engineer,Mumbai,2,0.5,13,1,18.11
ML Engineer,Kolkata,2,1.0,11,4,15.67
Software Engineer,Pune,2,4.7,13,1,21.12
Data Analyst,Hyderabad,1,2.4,11,0,11.88
Software Engineer,US Remote,4,1.7,23,2,31.35
Cloud Engineer,Hyderabad,2,3.3,14,4,22.17
Backend Developer,Mumbai,2,1.9,23,5,17.18
Data Analyst,Ahmedabad,2,2.3,11,3,12.31
Backend Developer,Delhi,3,3.3,12,7,20.15
Cybersecurity Analyst,Kolkata,2,0.1,10,1,12.21
Backend Developer,Bangalore,3,4.7,21,4,21.06
DevOps Engineer,Hyderabad,2,3.0,19,5,21.91
Data Analyst,US Remote,1,4.8,11,7,36.04
Data Analyst,Delhi,2,0.2,7,0,8.77
Software Engineer,Hyderabad,2,0.7,23,2,13.01
ML Engineer,Delhi,2,6.4,19,4,24.83
Backend Developer,Bangalore,3,10.6,24,7,34.36
Software Engineer,Remote,2,2.1,17,6,19.4
Cybersecurity Analyst,US Remote,2,1.9,12,7,33.78
Full Stack Developer,US Remote,3,7.4,9,2,42.0
ML Engineer,Ahmedabad,0,3.5,7,4,10.85
Frontend Developer,Bangalore,3,7.9,8,4,26.07
AI Engineer,Chennai,2,6.6,14,2,22.99
Full Stack Developer,Hyderabad,3,0.3,9,2,10.14
Software Engineer,Pune,3,5.0,24,8,26.25
Backend Developer,Ahmedabad,3,2.0,12,5,15.28
Cybersecurity Analyst,Ahmedabad,2,2.2,24,3,15.27
Frontend Developer,Kolkata,2,5.6,19,3,22.83
ML Engineer,Remote,0,1.2,19,3,15.73
ML Engineer,Delhi,1,3.9,20,5,20.35
ML Engineer,Pune,2,0.9,9,4,12.62
Full Stack Developer,Kolkata,0,7.2,19,8,27.37
Data Analyst,Remote,2,1.0,14,0,11.52
Full Stack Developer,Delhi,3,0.7,19,3,16.13
Backend Developer,Hyderabad,3,6.8,17,3,24.68
Frontend Developer,Bangalore,3,0.5,16,4,10.64
DevOps Engineer,Kolkata,2,11.6,6,5,33.27
ML Engineer,Remote,1,0.4,13,4,10.59
DevOps Engineer,Hyderabad,2,0.8,9,2,12.71
Backend Developer,Remote,2,1.2,23,3,15.46
ML Engineer,Bangalore,2,0.4,5,3,16.07
Software Engineer,Pune,2,2.3,12,2,16.59
Software Engineer,Delhi,2,5.3,22,7,20.94
AI Engineer,Delhi,0,0.2,15,3,12.2
ML Engineer,Ahmedabad,3,1.2,20,4,16.0
Backend Developer,US Remote,2,1.3,7,1,21.69
Frontend Developer,Pune,3,0.0,22,2,12.84
Frontend Developer,Mumbai,2,0.4,17,3,11.96
Cybersecurity Analyst,Kolkata,2,2.5,21,5,18.88
DevOps Engineer,Mumbai,2,1.9,24,5,20.49
Full Stack Developer,US Remote,1,0.9,5,3,25.07
Backend Developer,US Remote,3,1.7,24,2,35.65
Backend Developer,Ahmedabad,0,3.4,8,5,12.97
Cybersecurity Analyst,Ahmedabad,2,3.2,5,3,15.69
AI Engineer,Chennai,2,2.7,17,3,23.96
AI Engineer,Delhi,2,0.2,20,1,16.02
ML Engineer,Hyderabad,2,2.2,6,2,14.69
DevOps Engineer,Pune,3,1.5,12,3,18.54
Data Analyst,Hyderabad,2,0.6,19,1,11.63
Data Analyst,Bangalore,2,3.5,5,1,15.28
AI Engineer,Ahmedabad,2,1.6,6,2,15.23
ML Engineer,Remote,3,8.0,16,2,32.64
ML Engineer,Delhi,1,2.5,14,4,21.31
Frontend Developer,Pune,3,2.0,15,5,15.72
Backend Developer,Pune,2,4.7,7,6,15.75
Full Stack Developer,Mumbai,3,0.4,12,4,14.52
Full Stack Developer,Kolkata,1,0.8,6,2,12.12
Full Stack Developer,Mumbai,2,1.2,10,1,13.24
Frontend Developer,Pune,2,0.4,10,2,9.5
Full Stack Developer,Remote,2,1.2,10,6,15.94
Cloud Engineer,Pune,0,2.1,19,3,18.78
Software Engineer,Pune,2,1.5,22,4,13.17
AI Engineer,Bangalore,2,2.9,5,5,17.85
Frontend Developer,Mumbai,0,0.4,10,3,10.12
Data Analyst,Ahmedabad,2,5.1,12,0,17.96
DevOps Engineer,Chennai,0,5.0,19,4,23.57
DevOps Engineer,US Remote,2,1.3,7,2,29.41
ML Engineer,Chennai,3,0.2,14,2,13.88
ML Engineer,Pune,2,1.9,23,4,17.5
Cloud Engineer,Remote,2,2.8,14,8,19.77
Software Engineer,Ahmedabad,2,3.3,6,5,17.26
ML Engineer,US Remote,3,3.9,17,2,36.75
AI Engineer,Delhi,2,3.8,21,4,28.63
AI Engineer,Bangalore,2,1.3,6,4,16.92
Backend Developer,Remote,1,3.2,14,6,18.93
Software Engineer,Kolkata,3,9.8,18,8,25.4
Cloud Engineer,Kolkata,2,5.7,5,3,25.24
Cloud Engineer,Kolkata,2,5.0,12,2,18.27
Data Analyst,US Remote,3,2.3,14,4,31.44
AI Engineer,Kolkata,2,0.8,12,2,12.17
Cloud Engineer,Hyderabad,3,1.2,11,2,16.01
Cloud Engineer,Hyderabad,1,4.6,15,6,21.88
AI Engineer,Kolkata,2,2.6,22,4,18.22
Cybersecurity Analyst,Delhi,2,2.3,8,3,14.21
Cybersecurity Analyst,Hyderabad,2,1.4,12,4,15.59
Backend Developer,Ahmedabad,2,3.2,14,6,14.6
Software Engineer,Mumbai,2,0.4,11,3,14.85
Data Analyst,US Remote,2,7.3,8,5,34.89
Backend Developer,Ahmedabad,1,0.3,5,2,8.92
Software Engineer,Delhi,0,3.7,24,9,16.32
Frontend Developer,Hyderabad,2,1.6,9,5,15.94
Data Analyst,Ahmedabad,2,0.6,19,4,9.96
AI Engineer,US Remote,3,0.4,13,1,43.34
Full Stack Developer,Bangalore,2,3.5,10,8,26.74
Software Engineer,US Remote,2,0.3,24,7,31.98
Cybersecurity Analyst,Delhi,2,6.7,24,6,21.23
Full Stack Developer,Chennai,3,3.6,23,6,19.07
Backend Developer,Bangalore,2,0.2,21,3,14.18
Software Engineer,Mumbai,0,0.8,9,4,12.09
Data Analyst,Mumbai,2,0.7,8,5,9.92
Backend Developer,Remote,4,2.3,23,2,16.44
Data Analyst,Remote,2,4.4,8,3,13.94
Backend Developer,Remote,0,0.4,9,4,7.21
Backend Developer,Pune,0,3.3,6,5,13.19
Full Stack Developer,US Remote,3,0.3,23,1,29.05
ML Engineer,Ahmedabad,2,1.2,5,2,12.93
AI Engineer,Bangalore,3,2.6,15,1,18.82
Cybersecurity Analyst,Ahmedabad,3,4.4,18,4,19.74
Cybersecurity Analyst,Mumbai,2,1.1,15,3,11.07
AI Engineer,US Remote,3,0.4,18,7,40.69
Full Stack Developer,Ahmedabad,3,1.8,10,4,11.64
DevOps Engineer,Chennai,1,3.1,10,7,19.88
Full Stack Developer,Remote,2,0.1,7,2,9.7
Frontend Developer,Chennai,2,2.0,21,3,13.99
Data Analyst,Ahmedabad,2,1.1,12,3,10.12
DevOps Engineer,Pune,2,1.6,23,5,19.09
Backend Developer,Ahmedabad,2,0.4,11,1,9.37
Software Engineer,Kolkata,2,8.3,18,6,24.62
AI Engineer,Hyderabad,3,14.0,23,10,41.17
AI Engineer,US Remote,2,0.6,17,3,37.76
Software Engineer,US Remote,3,0.7,10,4,27.06
Full Stack Developer,Remote,0,1.2,16,2,11.89
Cybersecurity Analyst,Chennai,2,5.8,21,6,25.65
Full Stack Developer,Pune,2,0.6,15,8,12.94
Data Analyst,Ahmedabad,3,0.0,24,3,8.7
Backend Developer,Hyderabad,2,2.8,13,6,18.39
Data Analyst,Bangalore,3,2.7,14,5,14.21
Frontend Developer,Delhi,1,7.7,21,5,30.85
ML Engineer,Kolkata,3,1.1,14,2,16.01
Cloud Engineer,Chennai,2,0.8,20,4,19.71
Backend Developer,US Remote,2,3.1,21,5,28.42
Software Engineer,US Remote,0,9.0,22,3,48.45
DevOps Engineer,US Remote,1,8.6,13,4,55.93
AI Engineer,Chennai,3,0.5,20,3,21.06
Cybersecurity Analyst,US Remote,2,0.3,16,1,30.95
Full Stack Developer,Kolkata,2,7.0,16,4,25.14
DevOps Engineer,Chennai,3,3.8,24,7,24.58
Frontend Developer,Hyderabad,3,0.6,5,2,9.87
Frontend Developer,Delhi,3,6.2,10,5,20.7
ML Engineer,Bangalore,2,0.4,23,2,19.62
Full Stack Developer,Hyderabad,2,4.0,8,3,19.89
AI Engineer,Delhi,2,1.8,17,3,15.72
DevOps Engineer,Chennai,2,0.1,15,4,13.25
Backend Developer,Mumbai,3,3.9,16,2,18.5
Cybersecurity Analyst,Remote,2,1.9,23,5,16.07
AI Engineer,Remote,3,5.6,12,7,20.36
Backend Developer,US Remote,2,2.1,10,2,32.41
DevOps Engineer,Delhi,2,1.6,5,7,14.88
ML Engineer,Bangalore,2,1.3,10,0,15.49
Full Stack Developer,Hyderabad,3,3.2,18,3,19.04
Frontend Developer,Mumbai,2,3.7,7,2,15.88
Full Stack Developer,US Remote,2,0.6,5,3,33.07
Data Analyst,Delhi,1,2.5,21,6,14.68
Cloud Engineer,US Remote,3,0.4,20,4,36.24
Software Engineer,Chennai,2,0.8,7,0,8.78
Cloud Engineer,Hyderabad,2,4.1,21,5,21.62
Software Engineer,Ahmedabad,3,1.1,15,1,13.33
AI Engineer,Delhi,3,3.3,16,4,23.82
Full Stack Developer,US Remote,2,1.7,20,6,41.4
Data Analyst,Delhi,2,1.0,5,3,9.46
AI Engineer,Delhi,3,1.1,16,5,24.89
AI Engineer,US Remote,0,0.2,10,4,28.43
ML Engineer,Chennai,3,1.9,16,3,15.52
Frontend Developer,Remote,3,1.6,20,3,15.5
Cybersecurity Analyst,Remote,1,2.9,20,5,17.07
Full Stack Developer,Ahmedabad,1,1.8,5,3,12.89
AI Engineer,Kolkata,1,0.5,21,3,16.77
Backend Developer,Hyderabad,1,5.0,22,7,21.97
DevOps Engineer,Mumbai,2,0.5,11,4,16.05
Cloud Engineer,Delhi,4,0.8,14,0,18.82
Frontend Developer,Remote,1,4.2,22,1,20.06
ML Engineer,Chennai,2,1.5,5,5,18.69
Full Stack Developer,Bangalore,2,4.5,12,3,20.21
Cloud Engineer,Mumbai,3,0.6,7,2,15.41
ML Engineer,Remote,2,2.2,15,6,16.82
AI Engineer,Mumbai,2,11.5,19,7,40.37
Cloud Engineer,Ahmedabad,2,2.0,8,2,13.36
Cybersecurity Analyst,Ahmedabad,2,2.6,5,2,13.25
Full Stack Developer,Pune,3,0.3,9,4,10.77
Cybersecurity Analyst,Pune,3,1.6,6,4,16.06
ML Engineer,Delhi,3,4.6,6,3,22.36
ML Engineer,Ahmedabad,2,0.6,16,2,12.81
