education,cgpa,experience,projects,internships,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,certifications,has_github,has_linkedin,resume_score,readiness_level
4,8.59,3.4,0,3,15,2,3,2,2,2,2,1,1,83.5,3
2,9.85,0.6,2,2,11,2,2,1,2,2,2,1,1,70.0,2
3,7.38,0.7,3,1,12,8,2,1,0,0,2,1,1,62.7,2
2,7.73,5.5,5,1,15,0,1,3,2,8,2,1,1,97.6,3
2,7.1,5.2,3,4,11,4,2,1,2,1,2,1,1,85.8,3
2,8.53,6.5,2,1,16,3,4,2,3,1,0,1,1,92.8,2
2,7.21,2.1,5,1,13,3,3,1,1,1,1,0,0,89.9,3
0,8.0,0.7,1,0,12,0,3,2,4,1,3,1,0,72.6,1
1,9.21,3.9,4,1,16,1,2,2,7,0,0,1,1,81.5,2
2,8.56,2.9,6,1,15,3,3,3,2,0,2,1,0,68.6,3
2,7.41,1.2,1,3,12,0,2,2,6,0,2,0,1,56.0,2
3,8.56,4.4,3,3,12,2,3,2,2,1,2,1,1,79.6,3
2,6.87,4.3,6,2,14,4,4,2,1,1,1,0,0,94.4,3
2,9.67,1.1,1,0,14,4,5,3,1,0,3,1,1,71.7,2
2,8.6,1.6,2,1,15,4,4,2,1,0,0,1,1,69.8,2
2,6.85,6.7,2,1,16,4,3,2,2,2,0,1,1,87.1,3
4,7.48,0.7,1,3,15,5,4,2,2,1,2,0,0,82.7,2
2,8.3,6.2,3,1,14,2,5,2,2,0,1,0,1,83.1,3
3,6.18,5.4,3,2,15,3,4,3,2,1,1,1,1,93.1,3
1,6.52,1.9,3,1,16,4,3,2,2,2,2,1,0,78.8,3
2,8.81,0.3,1,0,14,6,3,2,1,0,2,1,0,80.2,2
2,8.6,2.5,0,1,19,6,5,2,2,0,0,0,1,91.1,2
2,6.73,0.9,3,1,15,0,2,3,1,6,3,1,1,75.7,3
1,6.48,1.5,3,2,13,3,2,1,1,2,3,0,1,82.5,2
0,7.56,0.2,3,2,11,2,2,2,2,1,1,1,1,74.7,1
2,8.57,0.6,1,0,15,2,7,3,2,0,3,1,1,74.2,1
3,9.17,0.3,0,1,11,6,1,2,0,0,2,1,1,52.1,1
3,6.52,3.5,1,1,19,5,5,2,2,1,1,1,1,88.1,3
1,8.25,1.9,0,0,16,2,7,2,1,0,1,1,0,82.9,2
3,10.0,1.0,5,2,14,1,3,2,4,1,0,1,0,76.7,3
2,7.7,1.2,1,2,14,4,2,2,1,1,1,1,1,84.5,2
2,7.32,1.2,0,0,10,6,1,1,1,0,2,0,0,68.8,1
4,9.02,8.1,3,0,14,1,1,3,1,4,6,1,1,94.7,3
1,8.23,0.0,3,0,8,5,1,1,0,0,0,1,0,63.7,1
2,8.89,14.7,5,3,16,5,3,3,1,0,3,1,1,98.0,3
2,8.68,5.5,1,2,13,3,3,2,1,0,2,0,1,98.0,3
3,7.81,3.0,4,1,16,5,3,2,1,1,1,0,1,78.5,3
2,7.68,0.9,1,3,15,4,2,2,1,2,2,1,1,75.8,2
2,9.2,2.7,3,1,18,1,2,4,2,8,0,1,0,98.0,3
2,6.74,1.9,4,1,10,5,1,2,1,0,3,0,1,68.5,2
3,6.99,4.7,5,1,11,2,3,2,2,1,2,1,1,77.6,3
2,6.02,2.0,5,1,17,5,4,2,2,1,2,1,1,71.7,3
2,9.42,2.3,5,1,17,1,2,4,1,5,2,1,1,80.6,2
0,8.48,0.2,3,0,15,5,4,2,2,0,0,0,1,82.1,1
1,8.72,0.8,1,2,17,6,3,2,1,1,2,1,1,78.9,3
2,8.62,3.7,6,1,13,3,3,1,1,2,1,1,1,76.3,3
2,8.28,2.0,3,1,14,4,3,1,1,2,2,1,0,89.2,3
3,8.87,1.8,4,0,15,4,4,2,1,0,2,1,1,98.0,2
2,7.16,0.2,1,2,11,5,2,1,1,0,0,1,1,62.7,1
2,7.88,3.0,9,1,17,6,3,3,1,1,1,1,1,98.0,3
3,10.0,2.6,3,2,16,5,5,2,1,0,2,1,1,92.6,3
2,9.04,1.3,1,0,14,4,3,1,1,1,1,0,1,76.1,2
3,9.95,1.4,0,1,10,6,1,1,0,0,3,1,1,50.5,2
2,7.66,5.1,5,0,16,1,2,4,2,5,2,0,1,96.7,3
2,8.68,1.2,4,0,11,3,2,1,1,1,0,0,1,45.9,2
2,8.51,1.0,4,1,17,0,2,4,1,7,1,1,1,79.9,2
3,7.69,4.6,2,1,17,6,5,3,1,0,2,1,1,87.0,3
2,8.11,2.2,2,1,11,6,0,1,1,0,0,1,1,50.5,1
3,8.05,0.5,3,3,16,4,5,3,2,0,2,1,1,88.0,3
3,9.04,10.3,6,1,15,0,1,3,2,6,0,1,1,98.0,3
2,8.72,0.4,1,2,12,1,2,1,6,1,3,0,1,52.9,2
3,7.87,0.6,1,2,16,1,5,4,1,1,2,0,0,66.8,2
3,7.39,6.7,2,1,14,0,1,2,2,8,2,1,0,98.0,3
2,6.8,0.3,0,2,12,4,2,2,2,1,2,1,0,70.8,1
0,7.65,1.2,2,0,15,1,3,2,7,0,1,1,1,68.3,2
2,6.9,1.6,0,1,12,3,2,2,2,1,2,1,0,68.5,2
1,7.47,1.6,2,0,16,6,4,3,2,0,1,0,0,82.9,2
1,7.93,4.3,1,1,14,4,3,3,1,0,2,1,1,86.5,3
2,7.97,3.9,5,2,12,2,3,2,1,1,2,1,1,79.5,3
2,7.66,0.6,4,1,12,3,4,3,1,0,3,1,1,76.9,2
2,9.8,0.6,3,1,12,0,1,4,2,4,2,1,0,81.0,3
2,9.67,5.4,7,1,14,4,3,1,1,1,1,1,0,73.5,3
2,7.99,6.8,0,2,12,8,0,2,1,0,0,1,1,98.0,3
2,9.11,0.3,2,1,15,0,2,3,1,8,2,0,0,69.1,2
2,8.65,1.3,2,1,17,1,1,4,2,7,3,0,0,88.5,2
2,8.16,0.5,2,1,11,1,2,2,5,0,3,1,1,58.5,2
0,7.59,10.1,7,1,12,2,3,1,2,2,0,1,1,95.6,3
3,8.25,0.8,0,2,18,3,6,3,3,1,1,0,1,78.0,2
2,8.43,0.2,0,1,11,3,3,1,1,2,0,1,1,85.4,1
3,7.31,1.3,1,2,13,4,2,2,1,0,2,1,1,49.6,3
3,9.48,2.2,6,1,15,2,5,4,1,1,4,0,1,81.7,3
3,8.91,5.4,5,1,14,1,6,3,1,1,1,1,0,79.1,3
2,8.5,0.1,2,2,17,3,4,3,3,0,0,1,1,65.8,2
1,8.05,3.8,6,3,8,4,2,1,0,0,1,1,1,60.8,2
2,8.19,1.4,1,1,17,2,5,3,3,0,0,1,1,74.8,2
2,7.88,0.0,0,2,10,2,2,1,2,1,3,0,1,69.1,1
2,8.73,15.0,8,1,15,9,1,1,1,0,0,1,0,98.0,3
3,7.7,4.2,2,4,12,7,1,1,0,0,2,1,0,89.4,3
3,7.48,2.3,3,2,19,3,6,4,3,1,1,0,1,98.0,3
3,8.03,10.4,5,1,17,2,4,4,2,1,2,1,1,98.0,3
3,8.47,0.2,0,0,16,1,3,2,5,1,2,1,0,63.6,2
2,9.28,3.7,4,1,15,1,2,3,1,7,2,1,0,98.0,3
2,8.97,0.5,2,1,11,3,2,1,1,1,0,0,0,63.3,1
2,6.11,2.5,1,3,14,4,2,1,2,2,2,1,1,74.9,2
1,9.59,0.5,1,0,14,3,5,3,2,0,4,1,1,73.1,2
2,7.61,4.0,4,1,13,0,3,1,6,0,0,1,1,79.0,3
4,10.0,4.3,4,4,16,4,3,2,2,1,1,1,0,93.1,3
2,9.58,1.5,1,1,16,4,4,2,1,1,1,1,0,65.4,3
3,8.59,2.0,5,0,11,1,3,1,4,0,1,1,0,72.5,2
2,8.98,5.1,1,5,9,6,1,1,0,0,1,1,1,69.0,3
0,6.42,1.7,2,1,14,0,1,2,2,7,0,1,0,74.0,2
2,9.32,1.9,2,2,15,1,4,4,2,1,2,1,1,79.8,3
2,8.01,0.5,0,3,12,1,3,2,4,1,0,0,0,62.8,1
1,6.27,2.4,4,3,18,2,5,4,2,1,2,1,0,76.3,3
2,7.83,1.6,0,3,14,6,3,3,1,0,2,1,0,89.3,2
2,7.47,2.1,1,2,12,3,3,3,1,0,3,1,1,72.2,2
2,7.85,1.5,2,2,19,5,5,3,2,1,3,1,1,91.1,2
0,6.17,5.8,8,1,17,5,3,3,2,1,0,1,0,92.4,3
2,8.98,0.8,2,0,16,8,2,2,0,0,3,0,1,81.3,2
2,7.41,2.9,1,2,14,1,4,3,3,0,0,1,0,94.7,2
4,7.31,3.9,2,3,14,2,5,2,1,1,4,1,1,81.9,3
3,8.89,4.9,5,1,10,4,2,1,1,1,0,1,1,90.6,3
1,7.12,3.3,3,2,13,3,3,2,2,0,1,1,1,89.4,2
2,6.85,2.5,2,1,14,3,5,2,2,1,1,1,1,98.0,3
2,9.13,0.9,3,0,11,1,5,2,2,0,1,1,1,45.0,2
3,8.57,2.4,3,2,18,3,7,2,3,0,0,1,1,78.5,3
3,7.83,1.3,4,2,17,9,1,2,1,0,3,1,1,77.5,3
3,5.85,2.7,6,3,19,3,7,3,2,1,2,1,0,85.7,3
3,8.67,1.0,0,3,10,4,2,1,1,0,1,1,0,72.2,1
3,7.1,2.3,3,3,15,4,4,2,1,1,1,1,1,79.1,3
2,6.95,6.1,5,1,14,4,3,3,2,0,3,1,0,86.3,3
2,7.54,0.1,1,2,13,3,3,1,1,2,0,1,0,64.8,1
3,7.1,0.9,1,1,12,9,0,2,0,0,1,1,0,72.8,2
2,7.85,1.8,1,1,14,0,2,2,6,0,2,1,1,89.3,2
2,7.08,3.4,3,1,14,8,1,2,0,0,1,0,1,75.9,2
2,7.26,9.4,6,2,11,6,1,1,1,0,0,0,1,98.0,3
4,9.31,1.2,0,4,13,0,3,2,6,0,2,1,1,74.3,3
2,6.77,0.3,3,3,15,1,6,2,3,0,1,0,1,77.2,2
2,9.74,5.4,5,1,16,1,5,4,3,1,2,1,1,87.1,3
1,8.8,1.5,2,1,12,4,2,2,1,0,1,1,1,73.8,2
2,8.03,0.8,8,1,12,3,3,2,1,1,1,0,1,61.9,2
2,9.09,2.0,3,4,15,4,2,2,2,1,1,1,1,94.5,3
3,8.57,3.6,5,0,13,3,3,2,2,1,1,1,1,75.4,2
2,7.65,1.2,1,1,15,4,3,2,2,1,2,0,0,85.8,1
3,7.89,0.8,3,1,11,1,4,2,1,0,2,0,0,76.4,2
2,9.21,0.4,2,3,15,4,4,2,2,0,3,1,0,74.4,2
0,6.52,1.2,6,1,13,4,2,1,2,2,1,0,1,72.0,2
2,5.67,0.2,2,0,9,4,1,1,0,0,3,1,1,65.5,1
2,8.47,6.6,4,1,14,5,3,2,2,0,1,0,0,98.0,3
1,7.86,1.4,1,4,14,7,2,1,1,0,1,1,1,48.5,2
1,6.05,2.5,5,2,17,1,1,3,1,8,2,1,1,98.0,3
2,8.14,2.2,3,1,9,0,2,1,4,0,1,1,1,70.0,2
4,10.0,3.0,1,0,11,5,1,1,1,0,1,1,1,63.9,3
2,7.42,1.3,0,0,15,2,7,3,2,0,1,1,1,78.8,2
2,8.34,0.5,4,3,16,3,4,3,3,1,0,0,1,71.9,2
2,6.99,1.9,4,1,9,2,2,1,1,1,2,1,1,78.3,2
2,7.84,2.6,2,1,14,2,2,2,2,2,4,1,0,75.8,3
3,9.38,0.9,6,1,13,3,3,1,2,1,1,0,1,61.0,2
0,6.59,0.1,1,1,18,1,2,4,2,7,0,0,0,83.1,1
2,8.72,6.2,1,2,11,1,1,3,1,4,0,1,1,85.1,3
2,7.09,9.0,8,1,14,2,2,2,2,2,1,0,0,98.0,3
3,6.91,5.2,3,2,14,0,2,2,6,0,4,1,1,79.0,3
2,10.0,0.4,2,1,14,1,4,3,3,0,1,1,1,75.0,2
2,8.97,2.0,5,2,13,0,1,2,2,6,3,0,1,76.2,3
2,6.57,3.2,2,0,13,3,3,3,1,0,0,1,1,84.4,2
4,9.85,1.3,6,1,19,6,5,3,2,1,2,0,1,75.2,3
2,8.14,4.0,1,0,11,3,3,1,1,1,0,0,1,70.2,3
2,6.91,0.5,0,3,19,1,2,3,2,7,0,1,1,81.6,2
0,6.9,1.8,3,1,14,7,0,2,1,0,0,0,1,72.4,2
2,9.88,6.8,5,1,17,2,4,4,2,1,3,1,1,88.5,3
2,8.2,0.1,2,0,11,3,2,2,1,2,3,0,1,69.9,2
2,7.73,1.4,2,0,16,3,6,2,2,1,0,1,1,81.3,3
2,7.35,0.4,2,1,17,6,4,2,2,0,1,0,1,69.5,2
2,8.4,0.1,3,0,14,3,5,2,2,1,0,1,0,77.4,2
2,7.02,0.7,2,0,11,4,3,1,1,1,1,1,1,86.9,1
3,5.31,1.9,2,1,10,0,2,2,4,0,3,1,0,72.2,2
2,7.77,4.6,5,0,14,2,3,2,2,2,4,1,1,88.4,3
2,8.79,0.8,2,3,9,3,2,1,1,1,3,0,1,75.1,2
3,8.55,1.5,1,3,11,4,1,2,0,0,7,1,1,76.4,2
3,7.27,0.1,5,3,11,3,3,3,1,0,2,1,0,69.6,3
2,6.76,0.6,0,0,12,3,3,2,2,1,1,0,1,47.8,1
3,9.42,4.6,6,1,12,8,0,2,0,0,1,1,1,60.6,3
2,8.78,0.7,3,1,13,2,2,2,1,2,2,1,1,69.4,2
2,6.93,1.4,4,1,16,8,2,1,1,0,0,1,1,67.6,2
3,8.76,0.6,2,1,18,6,3,3,2,1,3,1,1,80.8,3
2,7.01,0.1,2,1,13,2,3,1,2,2,0,0,1,53.5,2
2,9.34,0.1,1,1,18,6,5,3,2,1,2,0,1,86.2,2
2,8.13,0.8,1,1,21,6,5,3,2,1,1,1,0,76.8,3
0,8.14,2.3,3,0,14,0,2,3,1,6,1,1,1,56.1,2
3,7.82,3.6,1,3,11,7,0,1,1,0,4,1,1,70.9,3
2,6.45,0.0,5,3,12,2,2,2,1,2,2,1,1,55.6,2
2,7.01,0.0,2,0,10,2,2,2,2,1,1,0,1,71.5,1
1,6.93,0.6,1,0,13,2,3,2,1,2,0,1,1,77.1,1
3,6.79,1.3,4,3,13,3,3,2,1,1,4,0,1,74.7,3
2,8.25,0.3,3,4,12,1,1,2,1,4,2,1,0,74.2,2
3,7.22,0.4,0,2,18,5,3,3,2,1,1,0,1,67.8,2
3,7.36,1.0,2,1,13,4,3,2,1,1,1,0,0,65.4,2
3,7.4,2.5,4,2,14,8,2,2,1,0,4,0,0,96.0,3
2,6.75,9.9,6,1,16,2,5,3,2,1,3,1,1,98.0,3
2,8.59,2.9,2,1,16,1,5,4,3,1,2,1,1,76.6,2
2,9.26,0.1,1,0,14,4,4,2,2,0,0,0,0,68.9,2
2,8.43,0.4,4,2,12,3,3,1,2,1,3,0,0,76.1,2
2,7.59,0.5,4,1,14,7,1,2,1,0,3,0,0,82.6,2
3,8.9,0.9,0,2,14,6,2,1,1,0,1,0,1,66.7,1
2,10.0,1.1,4,0,15,6,3,2,2,1,3,1,1,55.2,3
0,8.45,0.5,1,4,13,4,4,3,1,0,1,0,0,75.3,1
2,7.84,1.9,0,0,11,3,4,2,1,0,2,1,1,61.5,3
0,8.2,0.1,1,2,19,5,5,3,2,0,2,1,1,87.0,3
2,8.11,0.1,1,1,10,0,3,1,5,0,3,1,1,68.1,1
2,8.5,0.8,3,2,16,0,2,4,2,4,0,0,1,70.9,2
0,7.12,5.4,5,0,12,8,0,1,0,0,0,0,0,85.2,3
2,9.53,0.9,1,0,16,5,3,3,2,1,6,0,0,93.9,2
2,8.06,1.9,5,0,13,3,2,2,2,2,0,0,1,79.0,2
2,7.13,1.2,1,0,12,6,2,2,0,0,1,0,0,91.9,1
3,9.34,2.1,1,2,15,3,4,3,1,0,4,1,1,83.7,3
3,9.21,6.3,5,3,14,1,5,3,3,0,1,1,1,67.7,3
2,9.01,6.6,4,1,9,4,2,2,0,0,1,1,0,87.0,3
2,6.44,1.3,2,0,13,0,2,1,7,0,0,0,1,72.3,1
2,7.86,4.9,3,3,17,6,4,3,1,0,1,1,1,75.8,3
2,7.35,2.1,3,0,12,6,1,1,1,0,0,1,1,82.9,2
2,8.74,0.1,1,0,11,0,1,2,5,1,1,1,1,86.4,0
3,8.01,6.0,9,3,19,5,4,3,2,1,2,0,0,89.1,3
2,8.77,0.0,5,1,15,3,5,4,2,0,1,1,1,82.1,2
2,8.25,4.9,4,2,12,3,4,2,1,1,1,1,0,80.1,3
1,8.18,0.5,1,3,15,2,7,2,1,0,0,0,0,73.8,1
3,9.71,4.3,2,1,16,4,4,2,1,1,3,1,1,86.2,3
2,6.19,2.2,6,1,11,8,0,1,0,0,1,1,1,71.9,2
4,8.78,3.7,3,1,16,4,5,2,1,1,6,0,1,98.0,3
1,10.0,2.0,2,0,15,2,5,2,2,1,0,0,0,71.9,1
2,8.13,3.8,3,0,12,1,1,2,5,1,4,1,1,85.4,3
3,7.82,3.9,4,1,13,2,3,1,1,2,0,1,1,79.0,2
2,8.99,0.8,1,0,13,3,2,2,1,2,1,0,1,75.3,1
2,8.51,0.0,2,1,13,3,2,2,2,2,0,0,1,57.4,1
2,7.22,3.0,2,0,16,1,2,3,1,7,1,0,1,65.0,2
2,9.53,4.3,6,1,14,5,3,2,2,0,0,1,1,90.7,3
3,8.68,0.8,1,1,15,4,3,2,2,2,4,1,1,74.1,2
3,9.51,3.8,2,4,16,0,3,2,7,0,2,1,1,85.8,3
0,6.19,0.0,0,1,13,2,2,2,2,2,0,0,0,70.4,1
1,6.44,0.7,0,0,17,6,5,2,2,0,1,1,1,86.2,1
3,8.81,3.4,2,1,10,3,2,2,1,1,4,1,1,66.5,3
2,9.06,0.1,1,0,13,2,3,1,2,2,2,1,1,76.3,2
2,8.79,1.8,3,0,12,0,1,2,1,4,2,1,1,80.2,2
2,9.07,6.1,3,2,16,5,4,3,1,1,2,1,1,93.3,3
2,10.0,7.9,7,0,8,5,0,2,0,0,3,0,0,84.5,3
2,8.2,0.8,0,3,9,2,2,1,1,2,2,0,1,68.2,1
2,8.15,6.4,4,0,13,4,2,1,1,2,0,0,1,91.8,3
4,7.76,3.4,2,4,12,3,3,2,2,1,1,1,1,58.2,3
0,8.02,1.0,1,2,13,5,2,2,1,0,0,1,1,61.9,1
3,9.32,7.1,6,0,14,0,1,4,1,5,3,0,0,89.9,3
2,7.8,1.5,0,1,16,0,1,2,2,7,0,0,0,57.0,1
2,7.64,4.2,3,1,16,1,1,4,1,6,3,1,0,84.6,3
4,7.78,15.0,8,1,14,4,3,3,2,0,5,1,0,98.0,3
3,7.87,3.5,1,0,16,4,4,3,1,1,0,1,1,81.6,2
3,6.93,5.2,5,5,12,3,4,3,1,0,5,1,0,64.8,3
3,6.12,0.1,4,1,11,2,4,2,1,0,2,1,1,61.4,1
1,7.1,1.6,5,1,10,3,2,1,2,1,1,0,1,69.2,1
3,8.28,5.2,3,4,17,6,4,3,2,1,2,1,1,66.1,3
3,9.02,6.7,7,0,19,6,5,2,2,1,4,1,1,83.2,3
1,6.76,0.9,2,2,12,2,3,2,1,2,1,0,1,64.7,1
1,7.72,1.2,2,1,11,1,2,2,4,1,1,0,1,62.7,1
2,7.78,2.6,5,0,14,4,3,3,2,0,0,1,1,68.4,3
2,8.83,2.2,1,1,16,4,3,2,2,2,3,1,1,98.0,3
3,7.65,6.5,5,3,18,6,4,2,1,1,3,1,0,81.4,3
3,8.08,1.6,2,4,15,5,5,2,1,0,1,0,0,88.1,2
3,6.58,1.9,3,3,12,2,2,1,2,1,4,0,1,82.2,2
2,7.88,7.9,6,0,17,0,1,4,1,7,2,1,1,98.0,3
2,6.87,0.4,4,1,17,6,5,3,1,0,0,0,1,87.6,1
1,6.86,0.1,3,0,14,3,6,2,1,1,0,1,1,80.7,1
0,7.65,0.6,3,2,11,0,3,1,5,1,1,1,1,58.8,2
2,9.93,8.3,9,1,13,3,3,1,2,2,2,1,0,94.7,3
2,9.19,1.6,2,1,12,8,1,1,0,0,2,0,0,67.7,2
2,7.1,0.6,3,2,14,4,4,2,2,1,4,1,1,71.6,2
2,7.1,0.7,1,2,13,3,6,2,1,0,2,1,0,72.5,2
2,7.9,1.0,4,0,9,2,3,1,1,1,1,1,0,64.0,2
2,9.03,1.7,1,2,17,3,4,3,2,1,1,1,1,68.5,3
2,7.69,0.4,2,2,16,5,3,2,1,1,1,0,1,82.8,2
3,8.6,7.7,1,1,16,6,3,3,2,0,3,1,1,98.0,3
2,7.74,2.3,1,1,16,5,5,3,2,0,2,1,1,79.0,2
2,6.93,0.6,3,2,12,2,3,1,2,1,1,1,1,79.9,2
2,6.94,1.3,1,1,13,0,1,4,1,6,1,0,1,87.1,1
2,8.1,1.6,3,2,16,1,1,2,2,8,1,0,1,90.2,2
2,7.52,3.4,2,3,18,6,5,2,2,1,1,1,1,86.4,2
0,7.53,0.0,2,2,13,2,3,2,2,2,2,0,1,72.6,2
3,8.81,2.3,3,2,12,0,1,2,5,1,4,0,0,78.1,3
2,7.35,0.2,1,2,13,3,2,2,1,2,2,1,1,87.6,1
2,9.08,0.2,2,0,18,0,2,4,2,8,1,0,1,67.5,2
2,7.35,1.0,3,0,19,6,4,3,2,0,3,1,1,90.4,3
3,7.99,3.9,2,2,12,0,1,4,2,4,1,1,1,55.2,2
3,9.26,1.5,3,2,10,1,5,2,1,0,3,0,0,68.2,1
0,7.29,1.3,3,1,16,3,5,2,2,0,0,1,0,75.0,2
3,6.77,3.3,5,3,18,5,4,2,2,1,3,0,1,80.7,3
3,8.85,1.5,0,0,11,0,1,2,1,6,2,1,1,71.8,1
2,8.5,9.1,4,1,17,9,2,1,1,0,2,1,1,98.0,3
2,8.73,1.7,3,2,15,3,6,2,3,0,1,1,1,72.5,3
2,8.41,0.5,1,3,12,4,3,2,1,1,3,0,1,61.0,1
2,8.64,3.6,1,4,14,4,3,2,2,2,1,0,1,69.7,3
2,8.59,2.6,4,2,18,5,5,2,2,0,0,0,0,84.6,3
2,6.62,7.4,6,0,18,0,2,4,2,7,3,1,1,98.0,3
3,9.2,4.4,2,3,9,2,3,1,1,1,5,1,1,77.3,3
0,8.96,1.0,2,1,16,4,3,2,2,2,1,0,1,74.4,1
2,7.78,6.9,4,0,15,3,7,3,1,0,0,1,1,81.3,3
2,8.24,10.6,2,0,17,6,4,2,2,1,2,1,0,98.0,3
2,9.13,2.6,4,2,12,1,2,2,1,4,2,1,1,68.0,3
2,8.12,3.8,0,1,15,0,2,2,7,0,3,1,0,90.6,2
1,7.08,3.8,5,4,16,0,1,2,2,8,0,1,0,96.3,3
1,7.85,0.9,3,1,13,6,0,2,1,0,1,1,1,67.0,2
2,9.26,2.3,2,1,18,3,6,4,3,0,5,0,0,95.8,3
2,7.25,0.1,5,1,13,4,4,2,1,1,2,1,0,57.8,3
2,8.22,0.9,5,0,19,3,7,2,3,0,2,0,0,88.1,2
4,10.0,2.0,1,2,11,2,3,2,2,1,2,1,1,54.5,1
1,7.22,0.2,4,2,14,8,1,2,1,0,0,0,1,68.9,2
0,7.24,0.3,2,5,16,1,5,3,3,1,2,0,1,87.8,2
2,8.16,1.1,5,0,14,0,2,2,1,5,0,0,1,87.5,2
2,8.37,2.3,4,1,10,4,0,2,1,0,1,1,1,73.6,2
4,10.0,0.5,1,2,15,4,2,2,2,2,3,0,1,85.2,3
2,8.49,3.1,1,1,14,9,0,1,1,0,3,1,0,77.1,3
1,7.35,2.2,2,3,15,2,4,3,3,0,2,0,1,82.2,2
1,7.94,1.3,2,2,15,5,5,2,2,0,2,1,0,78.2,2
2,7.72,0.3,4,0,15,3,5,2,1,0,2,1,0,68.8,2
2,7.5,0.4,2,2,14,5,3,2,2,1,0,1,1,80.2,2
2,8.3,0.4,5,1,12,0,2,3,1,4,2,0,1,76.5,2
2,6.94,1.5,0,0,13,3,2,2,2,1,3,1,0,88.9,2
2,7.19,2.9,6,2,10,4,2,1,1,1,1,1,0,72.3,3
2,8.09,3.3,4,1,14,3,3,2,2,0,1,1,0,97.7,3
4,9.43,0.1,6,2,13,3,2,2,2,1,2,1,0,59.2,3
0,8.17,1.1,1,2,13,0,3,1,4,1,1,1,1,76.2,2
3,5.81,1.1,4,3,12,4,3,2,1,1,3,1,0,66.4,3
3,9.77,3.6,2,1,17,5,4,3,1,0,2,1,1,91.1,3
3,9.71,0.8,1,1,15,9,1,1,0,0,0,1,1,48.6,2
2,8.86,3.1,0,3,17,5,5,2,2,1,2,1,1,92.0,3
3,8.65,1.5,0,3,12,1,1,2,1,6,2,1,1,87.0,2
3,6.53,7.7,2,0,16,2,5,4,3,1,1,0,1,75.9,3
2,7.28,13.6,9,3,17,5,3,3,2,1,2,1,1,98.0,3
2,6.93,0.1,0,3,17,0,1,4,1,7,3,1,0,73.3,2
0,7.99,0.4,3,1,14,3,3,1,2,1,2,1,0,37.6,1
2,8.86,3.9,4,1,12,6,1,2,1,0,3,1,1,83.8,3
2,8.46,0.2,1,2,16,4,3,2,2,2,0,1,1,71.0,2
2,8.12,2.9,4,4,14,3,2,2,2,2,1,0,0,93.1,3
2,7.95,0.7,1,2,13,2,2,2,2,2,1,1,1,66.4,1
1,8.17,1.9,4,1,12,2,6,2,1,0,1,1,1,64.5,2
3,8.33,3.7,3,0,12,3,3,2,1,2,2,0,1,96.5,2
3,6.1,5.8,1,2,12,1,2,2,5,1,3,1,1,82.5,3
3,9.41,1.9,1,2,18,6,5,3,1,1,0,0,1,93.5,2
2,7.66,4.2,2,1,17,5,5,2,2,0,1,0,1,98.0,3
2,8.05,0.1,1,4,18,6,5,2,1,1,1,1,1,80.6,3
3,8.29,10.5,8,0,15,9,2,2,0,0,0,0,0,88.1,3
2,8.21,0.3,2,2,17,0,1,4,2,8,3,1,0,76.5,2
2,8.71,4.7,2,4,13,0,2,4,2,4,2,0,0,81.9,3
2,6.94,0.9,4,3,16,3,4,4,2,1,1,1,1,84.2,3
4,7.65,4.5,1,1,15,0,2,2,2,8,1,1,1,79.9,3
4,8.7,12.1,4,2,16,0,1,2,1,8,1,1,0,98.0,3
2,8.77,2.0,2,1,16,4,5,2,1,0,3,1,1,79.4,3
2,8.49,1.0,0,2,16,2,6,3,1,0,1,0,1,90.5,1
3,8.6,0.3,1,1,9,1,1,2,4,0,4,1,1,61.0,2
2,6.88,1.7,2,1,17,6,4,2,1,0,2,0,0,81.3,1
2,8.9,1.4,2,0,17,4,4,3,1,1,1,0,1,78.4,2
2,8.96,4.1,5,3,18,6,5,3,2,0,3,1,0,98.0,3
3,8.36,1.3,3,4,16,2,7,4,1,1,0,1,1,71.8,3
3,9.39,4.0,2,3,15,3,3,3,2,0,2,0,0,82.9,3
0,7.01,0.3,0,0,14,7,2,2,1,0,0,0,1,77.1,1
2,7.75,8.6,7,2,18,3,5,3,2,1,0,1,1,98.0,3
3,9.34,14.0,6,1,11,3,2,1,2,2,1,1,1,98.0,3
2,7.17,5.9,6,1,11,0,1,2,5,0,1,1,1,76.7,3
0,6.77,3.3,5,1,13,3,4,2,2,0,1,1,1,80.4,2
2,9.25,1.3,2,2,16,2,5,3,3,1,2,0,1,77.4,2
2,9.3,1.3,4,2,12,5,1,2,1,0,4,1,0,81.8,2
1,7.65,5.9,3,1,15,1,1,2,1,8,2,1,1,84.7,3
2,8.15,1.8,1,2,19,3,7,2,3,0,4,1,0,86.8,3
3,9.19,3.5,2,3,14,5,4,2,1,1,2,1,1,98.0,3
3,7.71,5.8,1,2,18,3,5,3,2,1,1,1,1,98.0,3
1,7.97,3.9,3,1,18,3,6,4,1,1,1,1,1,85.7,3
2,8.44,0.2,2,2,14,2,3,2,2,1,2,1,0,87.1,2
3,8.41,11.2,9,3,15,1,1,4,1,7,1,1,1,98.0,3
2,6.52,0.5,2,1,14,0,2,2,1,5,2,1,0,83.6,2
1,7.54,1.3,3,2,14,4,3,3,1,1,1,0,1,73.1,1
1,7.79,0.4,2,1,11,6,1,1,0,0,0,0,1,56.8,0
